subject_id,URL 4,URL 8,workflow_id,task,Full Task Text,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.user_ids
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T2,First row Number of Fish [Text],"[['2', '2', '2']]",3,3,2,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T3,First row Length Range [Text],"[['30.3-32.0', '30.3-32.0', '30.3-32.0']]",3,3,30.3-32.0,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T4,First row Mean Length [Text],"[['31.1', '31.1', '31.1']]",3,3,31.1,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T8,Second row Number of Fish [Text],"[['1', '1', '1']]",3,3,1,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T9,Second row Length Range [Text],"[['33.4', '33.4', '33.4']]",3,3,33.4,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T10,Second row Mean Length [Text],"[['33.4', '33.4', '33.4']]",3,3,33.4,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T14,Third row Number of Fish [Text],"[['1', '1', '1']]",3,3,1,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T15,Third row Length Range [Text],"[['36.5', '36.5', '36.5']]",3,3,36.5,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T16,Third row Mean Length [Text],"[['36.5', '36.5', '36.5']]",3,3,36.5,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T20,Fourth row Number of Fish [Text],"[['2', '2', '2']]",3,3,2,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T21,Fourth row Length Range [Text],"[['37.9-38.5', '37.9-38.5', '37.9-38.5']]",3,3,37.9-38.5,"[1484814, 1691537, 1312868]"
82937343,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_403.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Roscommon_Higgins_GROW_404.jpeg,20391,T22,Fourth row Mean Length [Text],"[['38.2', '38.2', '38.2']]",3,3,38.2,"[1484814, 1691537, 1312868]"
